Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff,PYds,PRYds
2018-12-09,Redskins,Giants,2,9:05,4,7,WAS 28,0-10,Tress Way punts 50 yards,,-1.500,-0.410,1.09,50,
2018-12-09,Redskins,Giants,2,4:28,4,2,WAS 33,0-24,Tress Way punts 49 yards returned by Jawill Davis for no gain,,-1.180,-0.040,1.14,49,
2018-12-09,Redskins,Giants,2,1:09,4,13,WAS 22,0-31,Tress Way punts 51 yards returned by Jawill Davis for 15 yards (tackle by Byron Marshall),,-1.900,-1.730,.17,51,15
2018-12-09,Giants,Redskins,3,13:35,4,9,NYG 26,34-0,Riley Dixon punts 39 yards fair catch by Greg Stroman. Penalty on Montae Nicholson: Offensive Holding 10 yards,,-1.630,-0.610,1.02,39,
2018-12-09,Redskins,Giants,3,11:30,4,17,WAS 18,0-34,Tress Way punts 63 yards,,-2.240,-0.150,2.09,63,
2018-12-09,Giants,Redskins,4,10:33,4,5,NYG 30,40-8,Riley Dixon punts 45 yards returned by Greg Stroman for -2 yards (tackle by Russell Shepard),,-1.370,-0.480,.89,45,-2
2018-12-09,Giants,Redskins,4,7:19,4,5,NYG 30,40-16,Riley Dixon punts 45 yards out of bounds,,-1.370,-0.610,.76,45,
2018-12-10,Vikings,Seahawks,1,11:34,4,9,MIN 40,0-0,Matt Wile punts 45 yards returned by Tyler Lockett for 5 yards (tackle by Eric Wilson),,-0.720,-0.280,.44,45,5
2018-12-10,Seahawks,Vikings,1,9:33,4,1,SEA 29,0-0,Michael Dickson punts 55 yards,,-1.440,0.140,1.58,55,
2018-12-10,Vikings,Seahawks,1,6:02,4,12,MIN 41,0-0,Matt Wile punts 38 yards returned by Tyler Lockett for no gain. Penalty on Maurice Alexander: Illegal Block Above the Waist 10 yards,,-0.650,0.370,1.02,38,
2018-12-10,Vikings,Seahawks,2,11:33,4,12,MIN 31,0-3,Matt Wile punts 46 yards out of bounds,,-1.310,-0.480,.83,46,
2018-12-10,Seahawks,Vikings,2,8:09,4,20,50,3-0,Michael Dickson punts 40 yards fair catch by Marcus Sherels,,-0.060,0.380,.44,40,
2018-12-10,Vikings,Seahawks,2,6:00,4,2,MIN 31,0-3,Matt Wile punts 41 yards returned by Tyler Lockett for 12 yards (tackle by Anthony Harris),,-1.310,-1.600,-0.29,41,12
2018-12-10,Seahawks,Vikings,3,11:13,4,11,SEA 48,3-0,Michael Dickson punts 35 yards fair catch by Marcus Sherels,,-0.190,0.060,.25,35,
2018-12-10,Vikings,Seahawks,3,7:51,4,1,MIN 39,0-3,Matt Wile punts 43 yards fair catch by Tyler Lockett,,-0.780,-0.040,.74,43,
2018-12-10,Seahawks,Vikings,3,6:20,4,7,SEA 21,3-0,Michael Dickson punts 51 yards fair catch by Marcus Sherels,,-1.960,-0.810,1.15,51,
2018-12-10,Seahawks,Vikings,4,8:19,4,10,SEA 2,6-0,Michael Dickson punts 39 yards,,-2.490,-2.850,-0.36,39,
2018-12-13,Chiefs,Chargers,4,2:47,4,15,KAN 6,28-21,Dustin Colquitt punts 55 yards muffed catch by Desmond King recovered by Desmond King and returned for no gain,0,-2.490,-1.600,.89,55,
2018-12-16,Bears,Packers,4,2:51,4,6,CHI 12,24-14,Pat O'Donnell punts 51 yards muffed catch by Josh Jackson recovered by Josh Jackson and returned for no gain,0,-2.490,-1.660,.83,51,
2018-12-16,Jaguars,Redskins,2,0:52,4,2,JAX 10,3-3,Logan Cooke punts 63 yards muffed catch by Maurice Harris recovered by Maurice Harris and returned for no gain,0,-2.490,-0.040,2.45,63,
2018-12-16,Vikings,Dolphins,3,4:25,4,19,MIN 35,24-17,Matt Wile punts 37 yards muffed catch by Danny Amendola ball out of bounds at MIA-31,0,-1.040,-1.000,.04,37,
2018-12-16,Eagles,Rams,4,3:03,4,12,PHI 15,30-23,Cameron Johnston punts 52 yards returned by Jojo Natson for 3 yards. Jojo Natson fumbles recovered by D.J. Alexander at LAR-36,0,-2.440,3.180,5.62,52,3
2018-12-16,Buccaneers,Ravens,3,7:59,4,7,RAV 47,9-17,Bryan Anger punts 30 yards muffed catch by Cyrus Jones recovered by Josh Shaw and returned for no gain,0,0.130,4.650,4.52,30,
2018-12-23,Vikings,Lions,1,10:21,4,9,MIN 3,0-0,Matt Wile punts 53 yards muffed catch by Jamal Agnew recovered by Jamal Agnew and returned for no gain,0,-2.490,-1.800,.69,53,
2018-12-23,Jets,Packers,2,1:07,4,10,NYJ 31,21-14,Lac Edwards punts 39 yards muffed catch by Tramon Williams recovered by J'Mon Moore and returned for no gain. Penalty on Trenton Cannon: Unnecessary Roughness 15 yards,0,-1.310,-1.530,-0.22,39,
2018-12-23,Packers,Jets,3,0:28,4,21,GNB 44,20-35,JK Scott punts 24 yards muffed catch by Christopher Herndon ball out of bounds at NYJ-21,0,-0.460,-0.340,.12,24,
2018-12-23,Chiefs,Seahawks,1,14:10,4,2,KAN 33,0-0,Dustin Colquitt punts 48 yards returned by Tyler Lockett for 4 yards (tackle by James Winchester). Tyler Lockett fumbles (forced by James Winchester) recovered by Tre Flowers at SEA-22 (tackle by Ben Niemann),0,-1.180,-0.410,.77,48,4
2018-12-30,Jaguars,Texans,1,12:16,4,9,JAX 39,0-0,Logan Cooke punts 49 yards muffed catch by DeAndre Carter recovered by Blair Brown and returned for no gain,0,-0.780,4.910,5.69,49,
2018-12-30,Texans,Jaguars,1,1:42,4,17,HTX 13,3-3,Trevor Daniel punts 36 yards muffed catch by Dede Westbrook recovered by Zach Cunningham and returned for no gain,0,-2.490,2.190,4.68,36,
2018-12-30,Vikings,Bears,1,8:42,4,9,MIN 26,0-7,Matt Wile punts 43 yards muffed catch by Tarik Cohen recovered by Tarik Cohen and returned for no gain,0,-1.630,-0.870,.76,43,
2018-12-30,Colts,Titans,2,5:10,4,1,CLT 34,14-7,Rigoberto Sanchez punts 51 yards muffed catch by Adoree' Jackson recovered by Christopher Milton and returned for no gain,0,-1.110,5.140,6.25,51,
2018-12-30,49ers,Rams,2,11:23,4,1,SFO 34,3-21,Bradley Pinion punts 44 yards muffed catch by Jojo Natson recovered by Jojo Natson and returned for -5 yards (tackle by Mark Nzeocha),0,-1.110,0.280,1.39,44,-5
2018-12-30,Seahawks,Cardinals,3,10:47,4,18,SEA 15,14-13,Michael Dickson punts 60 yards muffed catch by Pharoh Cooper recovered by Pharoh Cooper and returned for 19 yards (tackle by Shalom Luani),0,-2.440,-1.530,.91,60,19
2018-12-30,Falcons,Buccaneers,2,12:50,4,2,ATL 21,0-7,Matthew Bosher punts 40 yards muffed catch by Adam Humphries recovered by Adam Humphries and returned for 7 yards (tackle by Russell Gage),0,-1.960,-2.060,-0.10,40,7
2018-12-13,Chargers,Chiefs,1,5:44,4,9,KAN 44,0-7,Donnie Jones punts 44 yards touchback,,0.330,-0.280,-0.61,44,
2018-12-13,Chiefs,Chargers,2,8:13,4,3,SDG 42,14-7,Dustin Colquitt punts 37 yards,,0.460,0.380,-0.08,37,
2018-12-13,Chiefs,Chargers,2,0:19,4,10,KAN 39,14-7,Dustin Colquitt punts 61 yards touchback,,-0.780,-0.280,.50,61,
2018-12-13,Chiefs,Chargers,3,3:01,4,3,KAN 27,21-14,Dustin Colquitt punts 50 yards fair catch by Desmond King,,-1.570,-0.480,1.09,50,
2018-12-13,Chargers,Chiefs,3,1:18,4,10,SDG 34,14-21,Donnie Jones punts 39 yards out of bounds,,-1.110,-0.740,.37,39,
2018-12-15,Broncos,Browns,1,13:22,4,23,DEN 12,0-0,Colby Wadman punts 40 yards returned by Jabrill Peppers for 1 yard (tackle by Joseph Jones),,-2.490,-2.190,.30,40,1
2018-12-15,Broncos,Browns,1,11:01,4,9,DEN 26,0-7,Colby Wadman punts 38 yards,,-1.630,-1.330,.30,38,
2018-12-15,Browns,Broncos,1,10:04,4,7,CLE 39,7-0,Britton Colquitt punts 49 yards fair catch by River Cracraft,,-0.780,0.350,1.13,49,
2018-12-15,Browns,Broncos,1,0:07,4,5,50,7-7,Britton Colquitt punts 37 yards fair catch by River Cracraft,,-0.060,0.320,.38,37,
2018-12-15,Browns,Broncos,2,1:26,4,5,CLE 25,10-10,Britton Colquitt punts 52 yards returned by River Cracraft for 7 yards (tackle by Tavierre Thomas). Penalty on Keishawn Bierria: Offensive Holding 10 yards,,-1.700,0.320,2.02,52,7
2018-12-15,Broncos,Browns,2,1:01,4,6,DEN 17,10-10,Colby Wadman punts 46 yards returned by Jabrill Peppers for 8 yards (tackle by River Cracraft),,-2.320,-1.930,.39,46,8
2018-12-15,Browns,Broncos,4,15:00,4,23,CLE 12,10-13,Britton Colquitt punts 56 yards returned by River Cracraft for -2 yards (tackle by Tavierre Thomas). Penalty on Will Parks: Illegal Block Above the Waist 10 yards,,-2.490,-0.280,2.21,56,-2
2018-12-15,Jets,Texans,1,13:02,4,22,NYJ 13,0-0,Lac Edwards punts 44 yards returned by DeAndre Carter for -2 yards (tackle by Trenton Cannon),,-2.490,-1.660,.83,44,-2
2018-12-15,Jets,Texans,2,6:52,4,5,NYJ 30,3-13,Lac Edwards punts 54 yards returned by DeAndre Carter for 15 yards (tackle by Eric Tomlinson),,-1.370,-1.000,.37,54,15
2018-12-15,Texans,Jets,3,13:02,4,15,HTX 20,16-9,Trevor Daniel punts 50 yards returned by Andre Roberts for 10 yards (tackle by Brian Peters),,-2.030,-1.600,.43,50,10
2018-12-15,Texans,Jets,3,6:45,4,10,HTX 25,16-15,Trevor Daniel punts 51 yards returned by Andre Roberts for 12 yards (tackle by Gregory Howell),,-1.700,-1.330,.37,51,12
2018-12-15,Jets,Texans,3,5:27,4,8,NYJ 38,15-16,Lac Edwards punts 49 yards returned by DeAndre Carter for 4 yards (tackle by Trenton Cannon),,-0.850,0.060,.91,49,4
2018-12-15,Texans,Jets,3,3:30,4,7,HTX 20,16-15,Trevor Daniel punts 36 yards out of bounds,,-2.030,-1.860,.17,36,
2018-12-15,Jets,Texans,3,1:35,4,16,NYJ 38,15-16,Lac Edwards punts 50 yards fair catch by DeAndre Carter,,-0.850,0.350,1.20,50,
2018-12-16,Falcons,Cardinals,1,12:00,4,16,ATL 30,0-0,Matthew Bosher punts 40 yards returned by Patrick Peterson for 26 yards (tackle by Justin Bethel). Penalty on Rudy Ford: Offensive Holding 10 yards,,-1.370,-1.330,.04,40,26
2018-12-16,Falcons,Cardinals,1,7:09,4,16,ATL 19,0-7,Matthew Bosher punts 38 yards fair catch by Patrick Peterson,,-2.140,-1.800,.34,38,
2018-12-16,Cardinals,Falcons,1,2:59,4,16,CRD 35,7-7,Andy Lee punts 37 yards fair catch by Justin Hardy,,-1.040,-0.810,.23,37,
2018-12-16,Cardinals,Falcons,2,10:34,4,10,CRD 25,7-17,Andy Lee punts 64 yards returned by Justin Hardy for 10 yards (tackle by Rudy Ford),,-1.700,-0.340,1.36,64,10
2018-12-16,Cardinals,Falcons,2,3:52,4,6,CRD 45,7-20,Andy Lee punts 44 yards fair catch by Justin Hardy,,-0.390,0.370,.76,44,
2018-12-16,Falcons,Cardinals,2,2:29,4,1,ATL 20,20-7,Matthew Bosher punts 41 yards,,-2.030,-1.530,.50,41,
2018-12-16,Cardinals,Falcons,3,13:18,4,7,CRD 38,7-26,Andy Lee punts 45 yards fair catch by Justin Hardy,,-0.850,0.060,.91,45,
2018-12-16,Falcons,Cardinals,3,10:52,4,15,ATL 44,26-7,Matthew Bosher punts 42 yards returned by Patrick Peterson for 8 yards (tackle by Russell Gage),,-0.460,-0.410,.05,42,8
2018-12-16,Cardinals,Falcons,3,7:40,4,9,CRD 36,7-26,Andy Lee punts 36 yards fair catch by Justin Hardy,,-0.980,-0.810,.17,36,
2018-12-16,Cardinals,Falcons,3,2:53,4,23,CRD 24,7-33,Andy Lee punts 52 yards out of bounds,,-1.770,-0.540,1.23,52,
2018-12-16,Cardinals,Falcons,4,9:01,4,16,CRD 19,7-40,Andy Lee punts 58 yards returned by Marvin Hall for 10 yards (tackle by Joe Walker). Penalty on Russell Gage: Offensive Holding 10 yards,,-2.140,0.320,2.46,58,10
2018-12-16,Falcons,Cardinals,4,7:14,4,9,ATL 14,40-7,Matthew Bosher punts 50 yards fair catch by Patrick Peterson,,-2.470,-1.330,1.14,50,
2018-12-16,Falcons,Cardinals,4,1:17,4,3,ATL 20,40-14,Matthew Bosher punts 55 yards returned by Patrick Peterson for 7 yards (tackle by Duke Riley),,-2.030,-1.070,.96,55,7
2018-12-16,Bills,Lions,1,7:27,4,18,DET 36,0-0,Matt Darr punts 36 yards touchback,,0.880,-0.280,-1.16,36,
2018-12-16,Lions,Bills,1,4:02,4,2,50,0-0,Sam Martin punts 36 yards fair catch by Micah Hyde,,-0.060,0.280,.34,36,
2018-12-16,Bills,Lions,1,0:18,4,3,BUF 36,0-0,Matt Darr punts 39 yards fair catch by T.J. Jones,,-0.980,-0.610,.37,39,
2018-12-16,Bills,Lions,2,2:29,4,7,BUF 44,7-13,Matt Darr punts 38 yards fair catch by T.J. Jones,,-0.460,-0.040,.42,38,
2018-12-16,Lions,Bills,2,1:05,4,2,DET 37,13-7,Sam Martin punts 50 yards returned by Micah Hyde for no gain,,-0.910,0.320,1.23,50,
2018-12-16,Lions,Bills,3,13:12,4,6,BUF 49,13-7,Sam Martin punts 36 yards fair catch by Micah Hyde,,0.000,0.320,.32,36,
2018-12-16,Bills,Lions,3,8:16,4,6,DET 48,7-13,Matt Darr punts 38 yards fair catch by T.J. Jones,,0.070,0.380,.31,38,
2018-12-16,Lions,Bills,3,7:09,4,1,DET 19,13-7,Sam Martin punts 55 yards returned by Isaiah McKenzie for 10 yards (tackle by Kelvin Sheppard),,-2.140,-1.330,.81,55,10
2018-12-16,Lions,Bills,4,14:09,4,9,DET 45,13-7,Sam Martin punts 55 yards touchback,,-0.390,-0.280,.11,55,
2018-12-16,Bills,Lions,4,13:41,4,10,BUF 20,7-13,Matt Darr punts 52 yards returned by Quandre Diggs for 23 yards (tackle by Matt Darr). Penalty on Nevin Lawson: Offensive Holding 10 yards,,-2.030,-0.040,1.99,52,23
2018-12-16,Lions,Bills,4,11:53,4,8,DET 20,13-7,Sam Martin punts 42 yards returned by Isaiah McKenzie for 1 yard (tackle by Andy Jones),,-2.030,-1.530,.50,42,1
2018-12-16,Bills,Lions,4,4:51,4,8,BUF 40,14-13,Matt Darr punts 42 yards returned by T.J. Jones for 12 yards (tackle by Reid Ferguson),,-0.720,-0.940,-0.22,42,12
2018-12-16,Lions,Bills,4,2:56,4,7,DET 33,13-14,Sam Martin punts 43 yards fair catch by Isaiah McKenzie,,-1.180,-0.540,.64,43,
2018-12-16,Bears,Packers,1,12:53,4,11,GNB 48,0-0,Pat O'Donnell punts 44 yards,,0.070,0.380,.31,44,
2018-12-16,Packers,Bears,1,8:36,4,8,GNB 19,0-0,JK Scott punts 41 yards out of bounds,,-2.140,-1.600,.54,41,
2018-12-16,Packers,Bears,2,14:08,4,18,CHI 47,0-7,JK Scott punts 38 yards fair catch by Tarik Cohen,,0.130,0.380,.25,38,
2018-12-16,Bears,Packers,2,12:36,4,2,CHI 17,7-0,Pat O'Donnell punts 44 yards out of bounds,,-2.320,-1.530,.79,44,
2018-12-16,Bears,Packers,2,2:25,4,9,GNB 40,7-3,Pat O'Donnell punts 38 yards,,0.590,0.380,-0.21,38,
2018-12-16,Packers,Bears,2,1:48,4,1,GNB 11,3-7,JK Scott punts 50 yards fair catch by Tarik Cohen,,-2.490,-1.530,.96,50,
2018-12-16,Packers,Bears,4,13:22,4,12,GNB 24,14-14,JK Scott punts 40 yards returned by Tarik Cohen for 9 yards (tackle by Kyler Fackrell). Penalty on Hunter Bradley: Offensive Holding 10 yards,,-1.770,-2.590,-0.82,40,9
2018-12-16,Packers,Bears,4,9:26,4,15,GNB 20,14-21,JK Scott punts 39 yards returned by Tarik Cohen for 44 yards (tackle by JK Scott),,-2.030,-4.580,-2.55,39,44
2018-12-16,Raiders,Bengals,1,13:01,4,6,RAI 43,0-0,Johnny Townsend punts 38 yards returned by Alex Erickson for 4 yards (tackle by Nick Nelson),,-0.520,-0.480,.04,38,4
2018-12-16,Bengals,Raiders,1,11:11,4,9,CIN 24,0-0,Kevin Huber punts 41 yards returned by Dwayne Harris for no gain,,-1.770,-1.270,.50,41,
2018-12-16,Raiders,Bengals,1,7:49,4,9,RAI 7,0-0,Johnny Townsend punts 38 yards fair catch by Alex Erickson,,-2.490,-2.590,-0.10,38,
2018-12-16,Raiders,Bengals,1,0:16,4,9,CIN 42,0-7,Johnny Townsend punts 32 yards fair catch by Alex Erickson,,0.460,0.380,-0.08,32,
2018-12-16,Raiders,Bengals,2,1:14,4,17,RAI 29,7-20,Johnny Townsend punts 39 yards fair catch by Alex Erickson. Penalty on Tony McRae: Offensive Holding 10 yards,,-1.440,-0.410,1.03,39,
2018-12-16,Bengals,Raiders,2,0:35,4,9,CIN 23,20-7,Kevin Huber punts 50 yards fair catch by Dwayne Harris,,-1.830,-0.740,1.09,50,
2018-12-16,Bengals,Raiders,3,12:20,4,21,CIN 49,20-7,Kevin Huber punts 40 yards fair catch by Dwayne Harris,,-0.130,0.370,.50,40,
2018-12-16,Bengals,Raiders,3,5:30,4,7,CIN 22,20-10,Kevin Huber punts 46 yards returned by Dwayne Harris for 14 yards (tackle by Mark Walton),,-1.900,-1.990,-0.09,46,14
2018-12-16,Raiders,Bengals,4,9:24,4,15,RAI 35,13-23,Johnny Townsend punts 40 yards. Penalty on Dwayne Harris: Illegal Touch Kick (Declined),,-1.040,-0.610,.43,40,
2018-12-16,Bengals,Raiders,4,7:14,4,14,CIN 21,23-13,Kevin Huber punts 39 yards returned by Dwayne Harris for 8 yards (tackle by Clayton Fejedelem),,-1.960,-2.130,-0.17,39,8
2018-12-16,Raiders,Bengals,4,2:27,4,17,RAI 18,16-30,Johnny Townsend punts 42 yards fair catch by Alex Erickson,,-2.240,-1.600,.64,42,
2018-12-16,Colts,Cowboys,2,9:18,4,30,CLT 32,7-0,Rigoberto Sanchez punts 52 yards returned by Cole Beasley for 3 yards (tackle by Anthony Walker). Penalty on Noah Brown: Illegal Block Above the Waist 9 yards,,-1.240,0.380,1.62,52,3
2018-12-16,Cowboys,Colts,2,2:00,4,19,CLT 47,0-7,Chris Jones punts 41 yards fair catch by Chester Rogers. Penalty on L.P. Ladouceur: Offensive Holding 10 yards,,0.130,0.140,.01,41,
2018-12-16,Cowboys,Colts,3,7:53,4,12,DAL 49,0-17,Chris Jones punts 40 yards returned by Chester Rogers for no gain,,-0.130,0.370,.50,40,
2018-12-16,Redskins,Jaguars,1,10:55,4,16,JAX 40,0-0,Tress Way punts 35 yards,,0.590,0.380,-0.21,35,
2018-12-16,Jaguars,Redskins,1,7:00,4,15,JAX 14,0-0,Logan Cooke punts 42 yards fair catch by Maurice Harris,,-2.470,-1.860,.61,42,
2018-12-16,Jaguars,Redskins,2,15:00,4,11,JAX 24,0-3,Logan Cooke punts 45 yards returned by Maurice Harris for 5 yards (tackle by Cody Davis),,-1.770,-1.330,.44,45,5
2018-12-16,Redskins,Jaguars,2,12:59,4,19,WAS 27,3-0,Tress Way punts 49 yards returned by Dede Westbrook for 9 yards (tackle by Deshazor Everett),,-1.570,-1.140,.43,49,9
2018-12-16,Jaguars,Redskins,2,11:08,4,7,JAX 49,0-3,Logan Cooke punts 42 yards fair catch by Maurice Harris,,-0.130,0.380,.51,42,
2018-12-16,Redskins,Jaguars,2,8:53,4,3,WAS 16,3-0,Tress Way punts 30 yards,,-2.390,-2.520,-0.13,30,
2018-12-16,Redskins,Jaguars,2,1:55,4,8,WAS 40,3-3,Tress Way punts 58 yards,,-0.720,0.380,1.10,58,
2018-12-16,Redskins,Jaguars,2,0:23,4,6,WAS 22,3-9,Tress Way punts 52 yards returned by Dede Westbrook for 74 yards touchdown,,-1.900,-7.000,-5.10,52,74
2018-12-16,Jaguars,Redskins,3,5:35,4,15,JAX 30,10-6,Logan Cooke punts 61 yards returned by Maurice Harris for 6 yards (tackle by Jarrod Wilson),,-1.370,0.220,1.59,61,6
2018-12-16,Redskins,Jaguars,3,1:55,4,3,WAS 34,6-10,Tress Way punts 55 yards returned by Dede Westbrook for 1 yard (tackle by Adonis Alexander),,-1.110,0.350,1.46,55,1
2018-12-16,Dolphins,Vikings,1,9:32,4,9,MIA 33,0-7,Matt Haack punts 48 yards returned by Marcus Sherels for 21 yards (tackle by Senorise Perry),,-1.180,-1.600,-0.42,48,21
2018-12-16,Dolphins,Vikings,1,5:37,4,9,MIA 26,0-14,Matt Haack punts 52 yards returned by Marcus Sherels for 8 yards (tackle by Walt Aikens),,-1.630,-0.940,.69,52,8
2018-12-16,Dolphins,Vikings,2,12:53,4,3,MIN 44,0-21,Matt Haack punts 44 yards touchback,,0.330,-0.280,-0.61,44,
2018-12-16,Vikings,Dolphins,2,6:26,4,5,MIN 30,21-7,Matt Wile punts 46 yards returned by Danny Amendola for 8 yards (tackle by Kentrell Brothers),,-1.370,-1.070,.30,46,8
2018-12-16,Vikings,Dolphins,3,13:46,4,4,MIN 31,21-17,Matt Wile punts 44 yards out of bounds,,-1.310,-0.610,.70,44,
2018-12-16,Dolphins,Vikings,3,10:16,4,19,MIA 29,17-21,Matt Haack punts 63 yards returned by Marcus Sherels for 70 yards (tackle by Leonte Carroo),,-1.440,-4.110,-2.67,63,70
2018-12-16,Dolphins,Vikings,3,7:47,4,13,MIA 22,17-24,Matt Haack punts 63 yards returned by Marcus Sherels for 17 yards (tackle by Senorise Perry),,-1.900,-1.070,.83,63,17
2018-12-16,Dolphins,Vikings,3,2:50,4,20,MIA 21,17-24,Matt Haack punts 42 yards returned by Marcus Sherels for no gain. Penalty on Jayron Kearse: Offensive Holding 10 yards,,-1.960,-0.740,1.22,42,
2018-12-16,Dolphins,Vikings,4,12:07,4,19,MIA 16,17-27,Matt Haack punts 39 yards out of bounds,,-2.390,-1.930,.46,39,
2018-12-16,Giants,Titans,1,10:39,4,13,NYG 35,0-0,Riley Dixon punts 40 yards,,-1.040,-0.610,.43,40,
2018-12-16,Giants,Titans,2,13:46,4,18,OTI 47,0-7,Riley Dixon punts 38 yards,,0.130,0.380,.25,38,
2018-12-16,Titans,Giants,2,11:34,4,4,NYG 48,7-0,Brett Kern punts 42 yards,,0.070,0.380,.31,42,
2018-12-16,Giants,Titans,2,6:40,4,14,OTI 46,0-7,Riley Dixon punts 32 yards out of bounds,,0.200,0.280,.08,32,
2018-12-16,Titans,Giants,2,3:10,4,12,OTI 35,7-0,Brett Kern punts 50 yards fair catch by Jawill Davis,,-1.040,0.220,1.26,50,
2018-12-16,Giants,Titans,2,2:21,4,7,NYG 18,0-7,Riley Dixon punts 50 yards returned by Adoree' Jackson for 8 yards (tackle by Ukeme Eligwe),,-2.240,-1.600,.64,50,8
2018-12-16,Titans,Giants,2,0:55,4,21,50,7-0,Brett Kern punts 31 yards returned by Jawill Davis for no gain,,-0.060,-0.150,-0.09,31,
2018-12-16,Titans,Giants,3,5:40,4,8,OTI 41,7-0,Brett Kern punts 40 yards returned by Jawill Davis for -2 yards (tackle by Beau Brinkley),,-0.650,0.060,.71,40,-2
2018-12-16,Giants,Titans,3,0:55,4,3,NYG 34,0-14,Riley Dixon punts 35 yards,,-1.110,-1.000,.11,35,
2018-12-16,Titans,Giants,4,14:17,4,8,OTI 33,14-0,Brett Kern punts 57 yards returned by Jawill Davis for 4 yards (tackle by Brynden Trawick). Penalty on Ukeme Eligwe: Illegal Block Above the Waist 7 yards,,-1.180,0.380,1.56,57,4
2018-12-16,Giants,Titans,4,12:18,4,6,NYG 11,0-14,Riley Dixon punts 42 yards out of bounds,,-2.490,-2.060,.43,42,
2018-12-16,Steelers,Patriots,1,3:13,4,23,PIT 34,7-7,Jordan Berry punts 44 yards fair catch by Julian Edelman,,-1.110,-0.410,.70,44,
2018-12-16,Patriots,Steelers,1,1:27,4,8,PIT 46,7-7,Ryan Allen punts 38 yards,,0.200,0.380,.18,38,
2018-12-16,Patriots,Steelers,2,8:32,4,4,NWE 47,7-14,Ryan Allen punts 52 yards,,-0.260,0.380,.64,52,
2018-12-16,Patriots,Steelers,2,5:20,4,5,NWE 29,7-14,Ryan Allen punts 43 yards fair catch by Ryan Switzer,,-1.440,-0.810,.63,43,
2018-12-16,Steelers,Patriots,2,3:11,4,2,PIT 47,14-7,Jordan Berry punts 34 yards fair catch by Julian Edelman,,-0.260,-0.150,.11,34,
2018-12-16,Patriots,Steelers,2,0:32,4,1,NWE 40,7-14,Ryan Allen punts 46 yards. Penalty on Kyle Van Noy: Ineligible Downfield Kick 5 yards,,-0.720,-0.150,.57,46,
2018-12-16,Patriots,Steelers,3,13:08,4,6,NWE 42,7-14,Ryan Allen punts 37 yards,,-0.590,-0.340,.25,37,
2018-12-16,Rams,Eagles,1,13:37,4,11,RAM 24,0-0,Johnny Hekker punts 65 yards returned by Darren Sproles for 13 yards (tackle by Justin Lawler),,-1.770,-0.540,1.23,65,13
2018-12-16,Eagles,Rams,3,12:49,4,1,PHI 34,13-13,Cameron Johnston punts 56 yards returned by Jojo Natson for -5 yards (tackle by Deiondre' Hall),,-1.110,0.380,1.49,56,-5
2018-12-16,Rams,Eagles,3,11:23,4,6,RAM 9,13-13,Johnny Hekker punts 50 yards fair catch by Darren Sproles,,-2.490,-1.660,.83,50,
2018-12-16,Rams,Eagles,3,9:16,4,2,RAM 20,13-20,Johnny Hekker punts 54 yards fair catch by Darren Sproles,,-2.030,-0.670,1.36,54,
2018-12-16,Eagles,Rams,4,6:25,4,4,PHI 37,30-16,Cameron Johnston punts 47 yards fair catch by Jojo Natson,,-0.910,0.140,1.05,47,
2018-12-16,Buccaneers,Ravens,1,12:57,4,4,RAV 44,0-0,Bryan Anger punts 44 yards touchback. Penalty on Garrison Sanborn: Offensive Holding 10 yards,,0.330,-0.940,-1.27,44,
2018-12-16,Ravens,Buccaneers,1,11:00,4,5,RAV 35,0-0,Sam Koch punts 29 yards out of bounds. Penalty on Noah Spence: Offensive Holding 10 yards,,-1.040,-0.670,.37,29,
2018-12-16,Buccaneers,Ravens,1,8:37,4,5,TAM 41,0-0,Bryan Anger punts 38 yards fair catch by Cyrus Jones,,-0.650,-0.340,.31,38,
2018-12-16,Ravens,Buccaneers,1,7:07,4,7,RAV 37,0-0,Sam Koch punts 50 yards out of bounds,,-0.910,0.320,1.23,50,
2018-12-16,Buccaneers,Ravens,1,4:18,4,8,TAM 27,0-0,Bryan Anger punts 48 yards,,-1.570,-0.610,.96,48,
2018-12-16,Ravens,Buccaneers,4,11:30,4,41,RAV 26,20-12,Sam Koch punts 48 yards returned by Adam Humphries for 12 yards (tackle by Maurice Canady),,-1.630,-1.470,.16,48,12
2018-12-16,49ers,Seahawks,1,13:38,4,2,SFO 16,0-0,Bradley Pinion punts 43 yards fair catch by Tyler Lockett,,-2.390,-1.660,.73,43,
2018-12-16,Seahawks,49ers,1,4:49,4,3,SFO 39,6-7,Michael Dickson punts 38 yards,,0.660,0.380,-0.28,38,
2018-12-16,Seahawks,49ers,2,15:00,4,10,SFO 43,6-7,Michael Dickson punts 41 yards,,0.400,0.380,-0.02,41,
2018-12-16,Seahawks,49ers,2,0:09,4,7,SEA 28,13-17,Michael Dickson punts 52 yards out of bounds,,-1.500,-0.280,1.22,52,
2018-12-16,Seahawks,49ers,3,13:02,4,9,SEA 26,13-17,Michael Dickson punts 55 yards returned by Trent Taylor for 11 yards (tackle by Justin Coleman),,-1.630,-0.940,.69,55,11
2018-12-16,49ers,Seahawks,3,10:58,4,10,SFO 45,17-13,Bradley Pinion punts 55 yards touchback,,-0.390,-0.280,.11,55,
